,name,desc
340,Flashline,Developer of asset management software for managing information technology and software assets. The company provides
341,Green Bullion Financial Services,Provider of a platform to buy gold from individuals via the mail. The company provides
342,Chromos Molecular Systems,Developer of artificial chromosome technology for use in biopharmaceutical production. The company focuses on the
343,Kerensen Consulting,"Provider of business consulting services. The company provides management consulting, business solutions, and technology services"
344,Ahortech,Provider of automatic traffic control services. The company also provides a wireless live video streaming
345,Construcciones Tecnicas De Radioterapia,Provider of healthcare construction and engineering services. The company specializes in the construction and installation
346,Turboprop,Creator of a mobile-application development platform. The company operates an online platform enabling users to
347,Quolaw,Provider of software for lawyers. The company provides web-based software as a service that offer
348,AdGent Digital,"Provider of audiences via proprietary display, social media and tablet advertising platforms for publishers. The"
349,Naratte,"Developer of wireless technology. The company develops Zoosh, a technology that provides benefits of near-field"
350,Alteer Corporation,"Provider of healthcare technology and services. The company provides services on healthcare technology, focused on"
351,Offbeat Guides,Provider of travel guides to travel industry enterprise. The company\'s technology provide the most recent
352,Sprintly,Provider of project management tool for software developers. The company provides non-programmers view into what
353,FriCSo,Developer of advanced surface treatment technology for friction reduction between moving parts. The company\'s single
